,Region,Municipality,Births,Month,Year
0,54,54398,1816,8,2016
0,54,54398,1662,1,2016
0,54,54398,1641,2,2016
0,54,54398,1791,3,2016
0,54,54398,1743,4,2016
0,54,54398,1709,5,2016
0,54,54398,1734,6,2016
0,54,54398,1560,7,2016
0,54,54398,1822,9,2016
0,54,54398,1689,10,2016
0,54,54398,1619,11,2016
0,54,54398,1623,12,2016
0,54,54720,1816,8,2016
0,54,54720,1662,1,2016
0,54,54720,1641,2,2016
0,54,54720,1791,3,2016
0,54,54720,1743,4,2016
0,54,54720,1709,5,2016
0,54,54720,1734,6,2016
0,54,54720,1560,7,2016
0,54,54720,1822,9,2016
0,54,54720,1689,10,2016
0,54,54720,1619,11,2016
0,54,54720,1623,12,2016
0,54,54174,1816,8,2016
0,54,54174,1662,1,2016
0,54,54174,1641,2,2016
0,54,54174,1791,3,2016
0,54,54174,1743,4,2016
0,54,54174,1709,5,2016
0,54,54174,1734,6,2016
0,54,54174,1560,7,2016
0,54,54174,1822,9,2016
0,54,54174,1689,10,2016
0,54,54174,1619,11,2016
0,54,54174,1623,12,2016
0,54,54800,1816,8,2016
0,54,54800,1662,1,2016
0,54,54800,1641,2,2016
0,54,54800,1791,3,2016
0,54,54800,1743,4,2016
0,54,54800,1709,5,2016
0,54,54800,1734,6,2016
0,54,54800,1560,7,2016
0,54,54800,1822,9,2016
0,54,54800,1689,10,2016
0,54,54800,1619,11,2016
0,54,54800,1623,12,2016
0,54,54261,1816,8,2016
0,54,54261,1662,1,2016
0,54,54261,1641,2,2016
0,54,54261,1791,3,2016
0,54,54261,1743,4,2016
0,54,54261,1709,5,2016
0,54,54261,1734,6,2016
0,54,54261,1560,7,2016
0,54,54261,1822,9,2016
0,54,54261,1689,10,2016
0,54,54261,1619,11,2016
0,54,54261,1623,12,2016
0,54,54003,1816,8,2016
0,54,54003,1662,1,2016
0,54,54003,1641,2,2016
0,54,54003,1791,3,2016
0,54,54003,1743,4,2016
0,54,54003,1709,5,2016
0,54,54003,1734,6,2016
0,54,54003,1560,7,2016
0,54,54003,1822,9,2016
